1.50E+18,"CNN is in Ukraine, covering an international crisis.\n\nFox is interviewing Kyle Rittenhouse, who has hurt feelings.",IC
1.50E+18,Trump sides with Putin over the United States and our allies.\n\nTrump's Putin's big fan boi.  #Traitor\n #TraitorTrump #PutinsBoyToy https://t.co/caqJYt8txn,
1.50E+18,(1) Riddle me this... If Biden Inc are so worried about Russia-Ukraine causing horrible spike in energy costs (gas etc.) then why would they simultaneously be cancelling Oil/Gas leases?\n\nYesterday. Follow link👇\n\nhttps://t.co/nGfP0XqpKn https://t.co/5aRKKwBqHB,
1.50E+18,@Denis_Buchholz @Cinderoak This is when Putin's invasion of Ukraine began. This moment. Right here. When Donald Trump sold the US out to keep a treasure trove of FSB kompromat from becoming public. https://t.co/rhhAu9YyX4,DY
1.50E+18,"Let's see how many agree that about the ""genius"" and ""savvy"" of Putin after the killing starts.",PY
1.50E+18,In 2014 Obama sanction Putin oligarch mate Timchenko \nWell known he was covering up Putins money \nJohnson says it today !! \n\n#borisjohnson,
1.50E+18,"Anti-sanctions accounts have graduated to, ""sanctions hurt poor people!"" without explaining how we can avoid hurting the poor people of Ukraine--or the rest of Europe--if we let Russia conquer them, or cause another World War. https://t.co/NTrNv1pAhP",
1.50E+18,"The Putin we saw yesterday quite clearly won't be deterred by sanctions. So this is more about imposing a cost over time, which is why it's important to focus above all on Russian elites who have participated in kleptocracy and aggression",DY
1.50E+18,Bisschen mehr Schröder nach Moskau schicken und der Putin macht Frieden.,
1.50E+18,What if Trump backs Putin over Biden? Will that be enough for Republicans? \nRetweet if you agree that this is #PutinsGOP\n\nA @ReallyAmerican1 Video by @ChipFranklin https://t.co/mREqDO7JOL,
1.50E+18,Dr Fiona Hill is senior Russia Security Advisor to Pres Biden. Great.,
1.50E+18,"You don't have to be a foreign policy expert to know that trump calling Putin's moves ""genius""  and ""savvy"" is a really bad look for a former American President.\n\nEven for trump.",
1.50E+18,A reminder: I hear from hundreds of GOP base voters every day. They are fine with January 6th. They are fine with Trump praising Putin. They are fine with Tucker Carlson pushing pro-Russian propaganda every night.\n\nThis is what the GOP is now. You must accept it b4 you defeat it.,
1.50E+18,@dacajunmatt Why does Putin only annex parts of Ukraine when Biden is in the White House? You’d think Putin could have taken all of Ukraine in 2016 or ‘17 if trump was a Russian asset 🤔,PN
1.50E+18,Trump is a sick man.  For us to do the same on Southern Border (as he suggests) we would have to invade Mexico and declare it ours today.  But he loves him some Putin. \n\nTrump on Putin plan to recognize breakaway Ukraine regions: 'This is genius' | TheHill https://t.co/2AbJNb9RgA,
1.50E+18,"@mashashilo1 @SamRamani2 I have some good friends in both Russia and Ukraine, they are people for who I have great affection. I hate to think of them getting caught up in the ambitions of powerful men. It's usually those who deserve it least who pay the true price of war.",
1.50E+18,@MikeBloomberg Please use your resources to work with the Lincoln Project &amp; help the DNC leadership help themselves to create talking points &amp; attack ads to defeat the fascist GOP.  Dems are weak on talking points &amp; foolish about some of their far right positions. Please help.,
1.50E+18,"When you fail to demonstrate the resolve necessary to protect the things that matter, the bad guys in the world will begin to do precisely what you are seeing Vladimir Putin do today. https://t.co/wJprike9sx",PY
1.50E+18,#PutinsPuppet #Ukraine #RussiaUkraineConflict https://t.co/rux3loezib,
1.50E+18,A questão Rússia-Ucrânia é tão complexa que quando alguém simplifica muito você já sabe que é puro palpite.,
1.50E+18,The most Undemocratic person to ever lead a democracy. Russian active measures work because former President Trump will advance the thoughts and actions of the Kremlin in America.  https://t.co/nxLhD1WRB9,
1.50E+18,MIREN MIREN\nSOY DE ART ATTACK 😼 https://t.co/IL2BhWQIp3,
1.50E+18,"It's a powerful strategy to terrify the public with scary stories about Antifa and BLM Marxists and etc. so many clicks, so much engagement\n\nThen, when the totally predictable thing happens and someone takes this reasoning to its logical conclusion, we call it a lone wolf attack",
1.50E+18,"""It's high time to stop talking about what #Putin would never do, and high time to respond to what he is actually doing."" (From Garry Kasparov's ""Winter is Coming"", published in 2015)",PY
1.50E+18,#Trump today calling Putin the dictator a “peacekeeper” in #Ukraine is a disturbing proof point. https://t.co/w3DdXEGPB4,
1.50E+18,"Today, in close coordination with our Allies and partners, I am announcing the first tranche of sanctions to impose costs on Russia in response to yesterday’s actions. \n \nWe will continue to escalate sanctions as Russia escalates.",PN
1.50E+18,Incredible: Trump is currently praising Russia — the strategic US adversary — saying Putin’s move to annex parts of Ukraine is “genius” as he parrots Kremlin propaganda that the military invasion is peacekeeping.,
1.50E+18,Ukraine signed the Budapest Memorandum in 94’ giving up their development of nuclear arms in exchange for protection from potential aggression on territory. This was already violated once and is being violated again. This deal is proving to be costly for Ukraine.,
1.50E+18,this meme will be actually printed in future history books. think about that for a second https://t.co/rCsfQUetRo,
1.50E+18,"Which way to lose freedom is worse, the way Putin is doing it or the way Trudeau is? Honest question.",
1.50E+18,Turn this lying racist in. \nHe continues to target citizens for violent attacks as he posts identifying info.\nTwitter option of violent threats &gt; posting identifying inf (targeting) &amp; signing my name.\nNGO's buddy at Twitter can't stop us all. I'm sending racist targeting to FBI https://t.co/yncYDfQDsw,
1.50E+18,@GOPChairwoman Trump was supported by Russia.   He is a treasonous dog.   You support that.   You are as anti-American as it gets.,
1.50E+18,US stocks tumble as Biden announces new Russia sanctions https://t.co/ALE5YD0dEo,PY
1.50E+18,#ENVIVO | El presidente de #Venezuela🇻🇪 @NicolasMaduro: han preferido sumarse para rodearla a Rusia y apuntar todas las armas de la #OTAN para acabar con el país y por eso Venezuela anuncia todo su respaldo al presidente Vladimir Putin en la defensa de la paz de esa nación https://t.co/vqXmqeIPkL,
1.50E+18,Boris Johnson announces UK sanctions against Russia - BBC News.    https://t.co/l6AG21m3sR,
1.50E+18,"@GOPLeader @HouseGOP @SteveScalise @RepStefanik @RepMcCaul @HouseForeignGOP @RepMikeRogersAL @HASCRepublicans @RepMikeTurner June 15, 2016 “Russians hacked the DNC and got the opposition research they had on Trump. There’s two people I think Putin pays: Rohrabacher and Trump.” - Kevin McCarthy \n\n“This is an off the record. No leaks, alright? This is how we know we’re a real family here.” - Paul Ryan",
1.50E+18,@darkwriter Nope.  They're all in on Putin and autocracy.,
1.50E+18,"Going after Russian Dark money could cause house prices in Central London to crash overnight.\n\nRents could plummet, jeopardising the livelihoods of tens of thousands of landlords.\n\nHold Mr Putin to account, robustly, by all means. But do so sensibly. Pragmatically. Declare war.",
1.50E+18,"When I was a little boy, both Democrats and Republicans believed democracy was good and the Soviet Union was bad.\n\nNow I’m an old fart, and Republicans believe Russia is good and democracy is bad.",
1.50E+18,Trump is an idiot and a traitor.  Remember this?\n\nIt turns out the soccer ball Putin gifted to Trump really does have a transmitter chip inside https://t.co/6lDYuyt8O4 via @businessinsider,
1.50E+18,Trudeau announced sanctions against Russia because he has “to stand against authoritarianism”. I’m confused. Is he saying Putin did this??👇🏻 https://t.co/28LE7q5JBS,
1.50E+18,@JuliaDavisNews POMPEO / Trump / Putin\n\nstill believe ARROGANCE IS STRENGTH\n\noops  it leads to FAILURE BIGLY\n\nIt's tempting to view Putin as some world-dominating mastermind. But that's not what's happening here. At all. https://t.co/jDwe1JAV7s,
1.50E+18,And you thought California gas prices were already high...\n\nhttps://t.co/0FJxH7FXde,
1.50E+18,"Should Russia give back its land to Mongolia 🇲🇳? Because, Moscow and most of Russia were once Mongol Empire. No? Then sit down  and shut up with the Russia-once-owned-Ukraine nonsense. https://t.co/waGn3tEG1A",
1.50E+18,@LindseyGrahamSC What’s your solution? Anyone can tweet (even you). Prove you aren’t a Putin stooge like your Orange buddy and be constructive. You used to be when John was alive…what happened?,
1.50E+18,"Russia’s invasion reminds me yet again that all Trump did 7 yrs ago was encourage &amp; enable the GOP’s ugly, ignorant, fearful, authoritarian, antidemocratic impulse to come out in the open &amp; dominate. I knew it was always there. I wish I’d been stronger in confronting it sooner.",DY
1.50E+18,"In case it wasn’t clear to you before, Trump is a Russian agent. https://t.co/qzBtLJ67RG",
1.50E+18,@elze61 Furthers their stake at independence and basically gives them more of a seat at the world table and Putin is not cool with that at all. So NATO Allies are basically defending Ukraine and saying they’ll fight with them if they need to. Which is essentially WW3~,
1.50E+18,"Zamordyści uważają, że jeśli zamordysta Putin grozi wojną to nie jest to powód aby przestać łamać konstytucję i traktaty, lecz żeby mogli je łamać bezkarnie.\nNie. \nTo jest powód aby zejść z drogi Putina i wrócić do cywilizacji zachodniej.",
1.50E+18,The pressure on Putin is through his oligarchs. We should pound them.,
1.50E+18,"@Telegraph The longer version, if anyone's interested, https://t.co/fQK968KWwl",
1.50E+18,Anime : Attack on Titan https://t.co/tPpUA7UQh6,
1.50E+18,@SykesCharlie Should’ve known that Making Russia Great Again was part of the GOP’s agenda.,
1.50E+18,"Every reporter in America should ask every Republican member of Congress this question: \n\nDo you agree with Donald Trump, the leader of your party, that Putin is a genius?",
1.50E+18,"The West is currently led by one bumbling dotard—Biden—one laughing hyena—Harris—and a handful of metrosexual adolescents (Trudeau, Macron). Putin must feel very confident going up against this goofball brigade #Ukraine",DY
1.50E+18,"To all the Marco Rubios and Ted Cruzs of the world: you can take your statements criticizing Biden for being “too weak”on Putin and shove them up your a$$.\n\nYour dear leader Trump just congratulated Putin’s invasion of 🇺🇦, saying: “That’s wonderful. I said, 'How smart is that?”",PY
