id,comments,news source,date,title,description,view,like
NdZR9aQLnMI,"{""commentId"": ""UgzvJkep9xQyAcBvZKB4AaABAg"" ""text"": ""Keep attacking DeSantis -- he'll be *YOUR* President soon. Best Governor in the country by a long shot. Meanwhile Democrats/MSNBC were claiming Cuomo was the best........lolololol.""}",MSNBC,2022-02-10,Florida Bill Targets LGBTQ+ Youth | Zerlina.,merged,25303,346
NdZR9aQLnMI,"{""commentId"": ""Ugz5mc7lbd-NKridlcZ4AaABAg"" ""text"": ""That bill is trash and attacking people rights \ud83d\udc99\ud83d\ude1e""}",MSNBC,2022-02-10,Florida Bill Targets LGBTQ+ Youth | Zerlina.,merged,25303,346
NdZR9aQLnMI,"{""commentId"": ""UgyoEXRctrvFmXJMEMN4AaABAg"" ""text"": ""Today I was confused on what bathroom I should go in. Since when does such a simple choice become so confusing? Some one else\u2019s mental condition should not be my fault when I am not attacking them. They have created a entitled sensitive society. We all need respect. Everyone gets picked on.""}",MSNBC,2022-02-10,Florida Bill Targets LGBTQ+ Youth | Zerlina.,merged,25303,346
NdZR9aQLnMI,"{""commentId"": ""UgyO8q24uiTuRZESYtZ4AaABAg"" ""text"": ""Infastructure is crumbling and the richest have paid nothing in taxes Nero fiddles while rome burns. Attacking children or people's sexuality in general is a load of bigotry based in religious views that have shown they can change over time. These people are holding America back from doing anything to better itself because they're too afraid to live in the present.""}",MSNBC,2022-02-10,Florida Bill Targets LGBTQ+ Youth | Zerlina.,merged,25303,346
NdZR9aQLnMI,"{""commentId"": ""UgwN0rEv2rnAcgA9gwp4AaABAg"" ""text"": ""If the United States of America wants to fight Russia and China in the world it must help Africa and the Arab and Islamic world to get rid of the remnants of French colonialism and the remnants of dictatorship so that they become strong in order to help America fight China and Russia. .... Because Arabs and Muslims also have the same enmity with the state of Russia which threatens stability in Libya and kills the Syrian people and they also have the same enmity against China which arrests Uyghur Muslims and tortures them ... The French presence in Africa destroyed the African peoples and planted in them Terrorism civil wars and the theft of its natural resources and this is the reason why some African countries depend on Russia to expel the hateful French presence because most African people hate the presence of France which steals their wealth stifles their lives creates problems and division among African peoples and causes underdevelopment poverty and unemployment. ... The United States of America must end the French colonial presence so that Africa is strong to support the global alliance against communism and against Russia.""}",MSNBC,2022-02-10,Florida Bill Targets LGBTQ+ Youth | Zerlina.,merged,25303,346
NdZR9aQLnMI,"{""commentId"": ""UgxPxUfOoGCJn-H0LaF4AaABAg"" ""text"": ""If the United States of America wants to fight Russia and China in the world it must help Africa and the Arab and Islamic world to get rid of the remnants of French colonialism and the remnants of dictatorship so that they become strong in order to help America fight China and Russia. .... Because Arabs and Muslims also have the same enmity with the state of Russia which threatens stability in Libya and kills the Syrian people and they also have the same enmity against China which arrests Uyghur Muslims and tortures them ... The French presence in Africa destroyed the African peoples and planted in them Terrorism civil wars and the theft of its natural resources and this is the reason why some African countries depend on Russia to expel the hateful French presence because most African people hate the presence of France which steals their wealth stifles their lives creates problems and division among African peoples and causes underdevelopment poverty and unemployment. ... The United States of America must end the French colonial presence so that Africa is strong to support the global alliance against communism and against Russia.""}",MSNBC,2022-02-10,Florida Bill Targets LGBTQ+ Youth | Zerlina.,merged,25303,346
ROfpumWkmnc,"{""commentId"": ""UgxinrsMVNX3XlPwvVB4AaABAg"" ""text"": ""Putin's useful idiots""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
ROfpumWkmnc,"{""commentId"": ""Ugwne8Q5AbBSND22zsR4AaABAg"" ""text"": ""Yeah Nancy Pelosi will probably get away with January 6th just like Hillary Clinton got away with the Russia hoax""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
ROfpumWkmnc,"{""commentId"": ""UgxMLrZTAqgyeY2BtsR4AaABAg"" ""text"": ""MAGA hats Bergen Canada's interim opposition leader has taken the opportunity to step up her attacks on the Prime Minister. The albatross doesn't fly too far from the Conservative camp. In a moment of a major crisis during the pandemic of a lifetime the Cons don't waste a chance to stoke the flames of division. Taking her cue from TRUMP.""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
ROfpumWkmnc,"{""commentId"": ""UgzFXivFqLqSgrw3It94AaABAg"" ""text"": ""If the military moves in I don\u2019t see any other checkmate move for truckers and farmers than a full scale strike to stop the entire country. Military\u2019s can move some goods but they can\u2019t farm! There will be great suffering but keeping freedom and liberty will never ever be easy!""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
ROfpumWkmnc,"{""commentId"": ""UgysGqom0VRDgxOlwMp4AaABAg"" ""text"": ""Heavily funded?  Maybe you should mention the 10 million in donations that GoFundMe have BLOCKED!!!!  Also you can't just mention reports of racist logos without providing pictures.  This is 100% getting it wrong.  Blue-Anon cult strikes again.""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
ROfpumWkmnc,"{""commentId"": ""UgwAnAUkMEPS572eGBh4AaABAg"" ""text"": ""Aww Ben Collins and Zerlina attacking the people who basically stock their shelves and accuse them of having symbols that have not been shown on any video feed or pictures. Alsothese two idiot's are mentioning \""Qanon\"" Qanon has never been mentioned by anyone else in this trucker convoy. So hencecollins and zerlina are lying as part of the big company leftist coverup""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
ROfpumWkmnc,"{""commentId"": ""UgzJKqak6TFfTLELmHh4AaABAg"" ""text"": ""Putin's gift that keeps on giving.""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
ROfpumWkmnc,"{""commentId"": ""Ugzi7XQp174TGO0FRGt4AaABAg"" ""text"": ""Putin got a REALLY good deal with this Trump fella...""}",MSNBC,2022-02-10,Canada’s Trucker Protests Reach Across The Border | Zerlina.,merged,17713,284
4HvyrQqeUyc,"{""commentId"": ""UgwLt7H0bI1VveFlleN4AaABAg"" ""text"": ""We had an attempted coup.  They attacked the United States.  What is the DOJ doing?  NOTHING!""}",MSNBC,2022-02-10,Trump ‘On Board’ With Coup? House Demands Aide Testify After Admission On Air,merged,152079,2985
4HvyrQqeUyc,"{""commentId"": ""Ugx-XO1Vxe8Bhr618y94AaABAg"" ""text"": ""Where are DOJ FBI CIA Pentagon America under attack and everyone pretending nothing too bad is happening you are being indoctrinated into believing that Democracy is not important anymore you are letting people say racism bigotry Authoritan women rights Capitalism a Tax cut to rich minority Neglecting Veterans Book burning or pulling them out from school like it's not a bad thing anymore letting extremist rule your country is this what Americans want?""}",MSNBC,2022-02-10,Trump ‘On Board’ With Coup? House Demands Aide Testify After Admission On Air,merged,152079,2985
4HvyrQqeUyc,"{""commentId"": ""Ugz-MBh7DUI2C0YB3-x4AaABAg"" ""text"": ""when one person has such a disastrous effect on the entire planet  would it not be prudent to remove that person.  that is how they fixed the \""Bin Laden \"" matter . that was the last time when a leader convinced his  radical followers to attack America  .""}",MSNBC,2022-02-10,Trump ‘On Board’ With Coup? House Demands Aide Testify After Admission On Air,merged,152079,2985
