1484677186053365762,"@JoForLiberty @JoeBiden My conscience is clear, I voted for you, not this or the prior train wreck\n\nHard to be disappointed when the worst was expected. But the mandates and irs changes are two of the worst aspects by far, as well as the continued prosecution of assange. Civil liberties are under attack"
1484677185939988482,"The ruling class wants us to worry about Ukraine’s border when this chaos unfolds at OUR border?!\n\nSecure America. Let Ukraine and Russia figure out their issues, it’s not our fight. https://t.co/VvsKx3RLm2"
1484677184677634052,"Kamala Harris yesterday discussed the need for ""respect for territorial integrity and sovereignty"".\n\nThe only problem is she was talking about Ukraine's borders, not America's borders."
1484677183763365889,The Prodigy in Russia - https://t.co/YDBFGignPa
1484677183071215620,@JacobBloom31 @ianbremmer Excellent question. Does it make the cost for Russia prohibitive or does it only end up extending the war and sacrificing even more Ukrainian lives?
1484677181867503616,"Putin's ""grandiose bet"" existed only in the production of Putin's propaganda machines and the professional Putinists. https://t.co/tqV6Alru4O"
1484677181007704071,@OlgaNYC1211 The reason Trump kissed up to Putin was he thought Putin was one of the richest in the world. Per B Browder he shook down the oligarchs for a $200 billion. Browder has been suggesting these types of sanctions. https://t.co/umhCqZkcgs
1484677180143591424,"Wow! Russian late-night breaking news\nPutin sanctions bill submitted in Congress targeting various financial institutions, sanctions against many including Putin, and my favorite.. disclosure of Putin and his inner circle's assets publicly. Plus lots more\nhttps://t.co/9Dm0VjmIw6"
1484677179921547265,Antony Blinken says no 'breakthrough' with Russia after talks https://t.co/HcRCT4W1fU @MailOnline NOT TRUE - President Biden has calmed the European Armchair Generals. Corporate Wallstreet America FAILS weapons of war sales.
1484677179447279620,@feinilla Jajaja mucho art attack
1484677179321561094,It is not Russians who are our enemy. Our enemies are the leaders of the column in whose ranks we are invited to march.\n\nhttps://t.co/taMxicavCI
1484677178902077440,"""As Russia poses a grave threat to European security, our MPs sound ever more ridiculous"" https://t.co/VdRgdXrQuw \nThis is so true - we're in danger of having a major war in mainland europe very soon that will drag us all in &amp; mp's are banging on about 'parties' and 'wallpaper'🙄"
1484677177757077511,"“But whether the EU/NATO/UN really be one thing, or another, this much is certain - that it has either authorized such a Russia as we have had, or has been powerless to prevent it. In either case it is unfit to exist.” https://t.co/MO4atcWOyr"
1484677173768245255,‼️Найбільш тиражна 🇩🇪газета Bild піддала нищівній критиці політику німецького уряду і закликала надати Україні зброю для самооборони. Фронт медійної і політичної підтримки 🇺🇦все більше розширюється. Danke @M_Wolffsohn @bild https://t.co/PHt2gnzCcK
1484677173214593030,Psaki says the administration has notified Congress of the US' intent to deliver Mi-17 helicopters to Ukraine.
1484677172690309123,@VladamirPuten hey! Stay out of the Ukraine 🇺🇦! #stayinyourlanerussia
1484677172384215041,"If Russia invades Ukraine, ""this would be such a shock to the 21st century,"" @nytdavidbrooks says. ""That's why real strength and real specific threats seem to be the right way"" to combat it, ""and Biden is pretty much doing that."" https://t.co/KS5DIvofpZ https://t.co/W53Go4RtPV"
1484677172036001797,Biden says a nuclear power — like Russia — invading another country “hasn’t happened since World War Two.”\n\nRussia invaded Ukraine in 2014 while Biden was vice president… https://t.co/643lj88ugp
1484677170861678594,German chancellor turned down Biden invite to discuss Ukraine crisis - Der Spiegel https://t.co/nE6qoa6HD1 https://t.co/BG4q10IhHY
1484677169548705792,@RAHEBFORSENATE @JamesSurowiecki I lost ny sense of smell for two months (post-vax) and my friend had a heart attack and almost died (pre-vax). Bit of a range of weird experiences being a live/die binary.
1484677169431265280,ウクライナ大統領が反発、米大統領の「小規模な侵攻」発言受け https://t.co/TfkNkLR5tK\nあたり前田のクラッカー
1484677169313980416,The GOP is stepping up their propaganda to distract from Jan 6 committee movement. \n\nUkraine and voting rights are the latest topics to exploit.\n\nThe GOP have no problem taking away our voting rights. \n#WillYouLetThem? \n#Resist
1484677169007800320,📢ÚLTIMA HORA‼️\n\n🌏PUTIN retira las TROPAS de UCRANIA después de recibir esta IMAGEN del GOBIERNO de España.\n\n☝️Una imagen vale más que mil palabras. https://t.co/QDe0F4YGPf
