1483590020732633090,Russia trains with tanks and heavy military equipment are being transferred from the Eastern Military District to the western regions. We have all seen these videos floating around and there has been a significant increase over the past few weeks
1483590020133011456,"""But..but...I simply MUST defend her academic freedom!,"" contrarian man professes, while ignoring completely the attack on CRT.  \n\n*Slow clap*  Good job defending academic freedom."
1483590018811801604,"“Germany may consider halting the Nord Stream 2 pipeline if Russia attacks Ukraine, Chancellor Olaf Scholz signalled on Tuesday, as pressure grew on his government to take a more hawkish stance on the Kremlin.” 🇩🇪 🇷🇺 https://t.co/L5vsF2ZN86"
1483590016198754304,Biden's White House is saying that Russia could attack Ukraine at any time now. Do you believe that Biden would go to war to save his falling poll numbers?
1483590015120994308,Taiwan and Ukraine are so based on Twitter https://t.co/yb1tDrfeGU
1483590014827040768,#music  #Books Clint-Love #ClintLove #Fangirl  #author  #Fillmore #sanfranciscobay #news #Oakland #berkeley #LosAngeles #LasVegas #NewMexico #UK #Italy #Spain #France #Russia #Philippines https://t.co/NWvsTtcEyh
1483590013933821952,"@1611_KJB @JimSanoBC79 @Romans_4_KJV @FalconhunterNRA Lol!  wow.  Its just the opposite.  U cant refute the truth, therefore u must use ad hominem attack against my person.  Pure evidence that you are totally refuted and have no substantive responses."
1483590013824737281,"""Remember, my child, you attack only if I say so...""\n\nApollo gives a small growl of discontent.\n\n""I know you want to protect me but you cannot attack random people.""\n\nApollo relents, allowing Gundham to lightly caress his chin."
1483590012864188417,"Dear Germany, we all understand that you are willing to sell Ukraine and sacrifice hundreds of thousands of lives for ""cheap"" Russian gas. But just consider to be on the light side of history: sanction NS2, switch off Russia from SWIFT, embargo Russian oil and gas, arm Ukraine. https://t.co/TxNWzswDCn"
1483590012512129029,Great article on what really took place outside the Speakers Lobby on January 6th. \n\nAshli can be heard yelling “call for fucking help” in my footage.\n\n https://t.co/5YfOPlLr39
1483590012490993669,"Heart attack victims wait hours for ambulances. That's down to Tory NHS cuts, not Insulate Britain."
1483590010775523330,i believe this is a planned attack https://t.co/dS6CiWW4ym
