1.4941E+18,Covid is over. \n\nWar with Russia is over. \n\nMedia is trying SO hard to keep you scared https://t.co/z64HLFCwxj,PN
1.4941E+18,Watching #nbcnews. @LesterHoltNBC brings on @mitchellreports for some insight to the #RussiaUkraineCrisis . He asks - what will deter Russia? She answers - deterrence. #mindblown #JournalismIsDead,UC
1.4941E+18,"Russian opposition leader Alexei Navalny faces another bogus trial, as Putin draws the world’s attention to Ukraine and not his tyranny at home. https://t.co/6jR6LpyJtV via @WSJOpinion",UC
1.4941E+18,"During a working trip to Rivne region Volodymyr Zelensky checked the tactical exercises of the Armed Forces and inspected samples of weapons handed over to Ukraine by foreign partners. In particular, anti-tank missile systems #Javelin, #NLAW and #M141, missile system #Stinger https://t.co/tjBnMLp0es",UC
1.4941E+18,"BREAKING! Putin: US Wants To Put Hypersonic Missiles In Ukraine! Russia Has ""Nowhere To Retreat""!\n🤔👇\nhttps://t.co/dn6HAM9j4n",PY
1.4941E+18,"Ahead of her visit to the UK, I updated @NanaiaMahuta on the current Russia-Ukraine situation.\n\nWe both agreed that it’s important for the international community to stand with Ukraine at this very difficult time. 🇬🇧 🇳🇿 https://t.co/ANsee8C5Ue",UC
1.4941E+18,"Trudeau spoke with Putin, but refused to speak with a delegation of truckers. https://t.co/NHM4JRZL51",UC
1.4941E+18,"“It could come from anywhere - United States, Europe, from Ukraine itself”\n\nRussian Deputy UN Ambassador @Dpol_un tells @Peston it is unfair to blame Russia for the cyberattacks conducted on Ukraine emphasising how hard it is to really know the culprits of such attacks.\n\n#Peston https://t.co/pjMGo5oXsp",DN
1.4941E+18,EU keeps India informed about its assessment of situation in Ukraine https://t.co/S65lxRGqGs,UC
1.4941E+18,"BREAKING: Ukraine President Zelensky says 'we are not afraid of anyone, 'we will defend ourselves' - @AFP",UC
1.4941E+18,"“Of course it’s important, Ukraine not joining Nato…but the picture is much bigger than Ukraine alone”\n\nRussian Deputy UN Ambassador @Dpol_un tells @Peston Ukraine joining Nato is not currently Russia’s biggest security concern.\n\n#Peston https://t.co/PYcDepPt18",PY
1.4941E+18,Probably bringing military aid to Ukraine due to the fact that it’s avoiding German airspace #russia #Ukraine #AvGeek https://t.co/tzKMZcYTXQ,PY
1.4941E+18,@yelkcoh @AxeDane @MMFlint What else would explain the massive troop presence along the border (while potential Ukraine NATO membership appears to be the primary source of dispute and ongoing negotiations)…why are they even negotiating with Russia if there is no issue? 🤷‍♂️,DY
1.4941E+18,"A cyber attack was also attempted on the Ukrainian state security service but it was prevented, a Ukrainian official has said",DY
1.4941E+18,I'm not concerned about the situation in Ukraine.\nI'm concerned about the situation in Canada.,PN
1.4941E+18,"U.S. and Russian aircraft flew dangerously close to each other in three separate incidents over the Mediterranean Sea, including one in which they came within five feet of each other, defense officials said https://t.co/QoPwhT6ErU",PY
1.4941E+18,"Watch @SaraGonzalesTX, @glennbeck, and @seanspicer answer if the Ukraine conflict matters.\n\n""To the average American I don't think it does, long-term it really does, because we look so weak right now if he takes Ukraine.""-@glennbeck \n\n'The News And Why It Matters' https://t.co/F2HaPEi7bG",UC
1.4941E+18,"Sending my support and wishes of strength to all people of #Ukraine🇺🇦 on National unity day! Lithuania 🇱🇹 stands with you and will always support Ukraine in its aspiration for peace and democracy. Ми з вами в День єднання, українцi!\n@ZelenskyyUa https://t.co/FvCqAX3hOv",UC
1.4941E+18,Tbh I find Russia more credible than the US government.\nIs that bad?\nWhat does this say about me https://t.co/r717FwXkmS,PN
1.4941E+18,Here's how a #Ukraine-Russia conflict could impact gas prices https://t.co/rthNNxzPYr,UC
1.4941E+18,Stand with Ukraine. https://t.co/L1pvpjlKpS,UC
1.4941E+18,"@Breaking911 China911, why don’t you prove another baseless claim.  Show us pics of the Ukraine border.",UC
1.4941E+18,"❓How do U.S. intelligence agencies create fake news to demonize foreign countries under the boot of U.S. empire❓\n\nFormer CIA Officer John R. Stockwell outlines how these agencies distort reality in order to demonize countries like China, Russia, Ethiopia, Cuba, and others: https://t.co/WPiqsjh9Ns",PN
1.4941E+18,Who else believes #China asked #Russia to wait till the #OlympicGames end to invade #Ukraine..? https://t.co/omMEySRNKb,DY
1.4941E+18,"@KofmanMichael The shell game is draining what is left of Ukraine’s economy, draining US/NATO credibility &amp; bringing billions of dollars to Russia due to higher commodity prices.",UC
1.4941E+18,Ukraine International Airlines and SkyUp Airlines evacuated 10 aircraft from Kyiv https://t.co/S7Y89M8GLO,PY
1.4941E+18,@TimJDillon Ukraine border let us know what’s really going on over there,UC
1.4941E+18,Ukraine Defense Ministry Hacked https://t.co/nmBBLmjPRi,DY
1.4941E+18,How a Russian invasion of Ukraine could affect Americans : NPR https://t.co/jlYBjqde4u,UC
1.4941E+18,"@JulieAnna52 Ukraine was part of the Russian empire for a time , also it was part of the USSR until it dissolved and Ukraine become independent in 1991.",UC
1.4941E+18,Strongly trust that US wants conflict with Moscow to participate in another American war as if US have something to prove. Since the election anything you can think of is not getting better due to the economy let alone debt. A war with Russia would be for what reason other then…,PY
1.4941E+18,“At least until Nato is here we will try to get into the alliance”\n\nUkrainian Ambassador to the UK @VPrystaiko tells @Peston Ukraine joining Nato will continue to be on the country’s agenda as it is within their security interests.\n\n#Peston https://t.co/xmBSjIlUGl,UC
1.4941E+18,"Ukraine cyberattack is largest of its kind in country’s history, says official https://t.co/s8Me27BE56",DY
1.4941E+18,"This is a Russian troll with a 200 IQ. Russia added 7,000 troops, about the same amount that Biden sent over within the last 2 weeks. Not going to end well... https://t.co/vyMMQunjyC",PY
1.4941E+18,"""Reuters has ended its live broadcast “View of Kyiv's Maidan square amid Russia-Ukraine crisis” after a drone appeared with a ‘garage for sale’ sign and the phone number of the Russian embassy in Ukraine."" https://t.co/gF9b6f17TW",UC
1.4941E+18,"Predictably, Russia's state TV aired comments by Tucker Carlson's guest, retired Army Col. Douglas Macgregor, who claimed that ""Ukraine to Russia is like Texas to the United States."" \n\nTake note of the fact that Macgregor likes to give interviews to Russian state media (thread). https://t.co/R4COoz7mHD",UC
1.4941E+18,@ChristopherJM You Americans think wars make u stronger Russia is not Iraq,UC
1.4941E+18,"#BREAKING: The UH-60M Black Hawk helicopters of #USArmy's 227th Aviation Regiment on deployment at #Constanta air base in #Romania are now evacuating #USArmy advisors from #Ukraine. The four examples airborne now are 15-20792, 15-20796, 16-20807 &amp; 16-20816. Here is one of them👇 https://t.co/RXvOSvx3QW",DY
1.4941E+18,What they really mean is that US ć į a is on the ground in the Ukraine to launch a false flag event… sounds pretty normal. https://t.co/QQRiX1a6Qi,PY
1.4941E+18,"U.S. government official tells NBC that #Russia's claim of withdrawing from the #Ukraine border is false. \n\n""We now know it was false. In fact in the last several days Russia has increased its troop presence along the border by as many as 7000 troops, with more arriving today.""",PY
1.4941E+18,"@BrianMDowning1 @AFP Not even wrong ... but that wasnt part of ""the plan"", as putin referred to yesterdays \n\nThe black sea restriction stay in place a few more days, they have the setup they want; The illegal annexation of Donbas motion, now just gotta tip it",PY
1.4941E+18,"As the Senate works on a sanctions package to deter Russia from invading Ukraine, including imposing severe punishments in the event an invasion is carried out, I spoke about additional steps the Senate should take to address the situation. https://t.co/QBiBSsBLWH",UC
1.4941E+18,"Senior administration official says that the US has confirmed an additional 7,000 Russian troops along the Ukraine border in recent days, rejecting Russian claims of any pullback as ""false.""",PY
1.4941E+18,Brave Ukrainians put on mass show of defiance as Vladimir Putin ‘stages fake withdrawal from border’ https://t.co/6xq8wMmdEs,UC
1.4941E+18,Since Christmas....\n\nBiden predicted a winter of illness and death for the unvaxed.  Inflation and supply chain issues to subside.  Russian Invasion of Ukraine (today).\n\nBut I'm the tinfoil hat guy for not trusting government.,DN
1.4941E+18,Putin seems to have re-energized NATO. Well done Vlad. https://t.co/pqlTyeUYis,UC
1.4941E+18,"@OlgaNYC1211 Absolutely. Cyber attacks that paralyze infrastructure and military in Ukraine, US, NATO or EU countries will not show up on the ground. \n\nUS media, Putin is playing with the daily news cycle (just like DT) w/ gestures, not action. Being “first” plays into his hand. Wait.",DY
1.4941E+18,"@KristiRaik Russia is the neighbor who keeps moving their fence line every month.\n\n...say anything about it and\nThey will shoot you in the face.\n\nIf you let russia do it to your neighbor..\nRussia will encroach and invade you too.\n\nRussia invaded Belarus,\nWhile we were looking at Ukraine.",DY
1.4941E+18,"PUTIN …\nYesterday’s tyrant is grasping at straws,\nas dreams of his grandeur slip by.\nUsing his weapons to cover his flaws,\nleading all into war with a lie.\n\nNATO says Russia is increasing troop count at Ukrainian border.\n\n#wtpBlue #DemVoice1 #ONEV1 \n👇🏼 https://t.co/E3j5otmo8Z",PY
1.4941E+18,"MORE RUSSIAN LIES. Reuters: West warns Russia is moving troops towards, not away from, Ukraine.\nhttps://t.co/MQ4nsV5uZE\n\nvia @GoogleNews",PY
1.4941E+18,"Form short hard away from covid, into climate, with a stop at more of the eternal war in Russia now https://t.co/ntlIqc5XmE",PN
1.4941E+18,Words matter. Our video on how to avoid the misleading vocabulary about Ukraine and Russian aggression \n🇺🇦#Ukraine #StandWithUkraine https://t.co/ImMmF3IEXc,UC
1.4941E+18,@unusual_whales Ukraine gonna invade Russia any day now,PN
1.4941E+18,"Much appreciated conversation with @JustinTrudeau. 🇵🇱🇨🇦 continue their efforts &amp; remain dedicated to territorial integrity &amp; wellbeing of Ukraine, as well as freedom &amp; democracy in Belarus. We are on the same page on where the threats to the stability of the region come from.",UC
1.4941E+18,#Polyanskiy to #BBC:🇺🇦has itself to blame that it lost #Crimea. Because it didn’t want a dialogue with its citizens after the #Maidan coup. There was a referendum and the population of this territory decided to join🇷🇺. They first declared independence and then joined #Russia. https://t.co/0WZYRWCIdC,UC
1.4941E+18,Pentagon reports close call with Russian jets https://t.co/xKPnFIZI3b,PY
1.4941E+18,"@BooYaaBoom @eu_values @XSovietNews That whole video is just an excuse to be at war with Russia. If they wanted peace , they wouldn't be trying to put Ukraine in NATO. Russia asked to join NATO. Open door ? Not at all.",PN
1.4941E+18,Does this look like a US administration in a showdown with Russia? Quite the opposite. https://t.co/iE5RFnC20B,UC
1.4941E+18,Beijing Weighs How Far to Go in Backing Putin on Ukraine - WSJ\n\n https://t.co/VcRDSX6UWK,UC
1.4941E+18,"@ChristopherJM I think Sullivan would have been a better choice than Kamala. But maybe that's the reason why Biden didn't send him, just in case Putin invades while Western leaders are in Munich.",UC
1.4941E+18,@john_sipher Personally think he’s punishing Ukraine for not playing along with Trump! He’s that arrogant,UC
1.4941E+18,@mikepompeo Praying for the leaders and Ukraine.,UC
1.4941E+18,"Live updates: Russia pulls back some troops from near Ukrain Maintaining communication, multilateralism, world unity, a better world #RussiaUcraina #World  https://t.co/XThpB1UcKu",PN
1.4941E+18,@OlgaNYC1211 @AlanAbdo13 This is not a one-off crisis.\n\nPutin is undermining peace and security in Europe and the rule of international law.\n\nWe are only beginning to awake to the danger he poses.,PY
1.4941E+18,New: Satellite images from last 2 days show a new bridge being built across a key river in Belarus less than 4 miles from Ukraine’s border. Intel and military officials are closely tracking infrastructure springing up that could support a Russian invasion: https://t.co/uPNTzjoYlA,PY
1.4941E+18,"now that UKRAINE [and NATO] wont be exploded by Russia...\n\nwhat USA MSM will invent to shake world ?\n\nEl Salvador blue-btc-men-bad?\n\n.\n\nobs: strangly enough, everybody having nuclear power makes world a peaceful place.",DN
1.4941E+18,Theatricality and deception: How Russia uses ‘maskirovka’ to shake the world https://t.co/kbnQToK4mY,PN
1.4941E+18,"CNN in January: the pandemic is surging and destroying Biden presidency, Russia is abt to humiliate Biden with Ukraine invasion. \n\nCNN in February:....crickets",DN
1.4941E+18,@Breaking911 Lol the jig is up give it a rest... Try lets say global warming or swine flu maybe covid ! The masses don't care about Russia,DN
1.4941E+18,"@gjzielinski @FoxNews I thought JB ‘won’ back in January when Russia rotated 10K troops (which is a normal part of Ru mil maneuvers).   So, it wasn’t a win? Seems like we’re in the same spot.  Or slightly worse.  🤷‍♂️",UC
1.4941E+18,🇺🇸🗽~✔️Russia claims it found mass graves in Ukraine - The Global Herald https://t.co/0gaSYF3etI,PY
1.4941E+18,Putin: We are withdrawing troops. \n\nMorgan Freeman: That was a lie. \n🤣✌️ https://t.co/T56kOZL8w4,PY
1.4941E+18,"@zacharybasu @axios Putin doing meet &amp; greets, and quietly reinforcing military.\nHe want to go to war. The more people die, the more powerful he feels. You know….like the Devil.",PY
1.4941E+18,The Crisis in Ukraine Is Not About Ukraine. It's About Germany.\n\nThread.,UC
1.4941E+18,@flexghost1 @KeepinItRealKat Blocks Pentagon appointees too when Russia trying to start a war including Russia expert.,UC
1.4941E+18,"I know nothing ever happens, but I would put a damper on my road trip if Russia actually invited Ukraine",UC
1.4941E+18,The trial is starting as Russia has grabbed the world’s attention by engaging in a high-stakes standoff with the West over Ukraine. https://t.co/D7evanTteR,UC
1.4941E+18,@Malinka1102 If NATO agrees to supply all this it will show Ukraine is efefctively in NATO already. Anyone with half a brain can see what dosimeters &amp; chemical protection suits would be for,PY
1.4941E+18,Videos suggest Russian troops are heading to Ukraine border despite with... https://t.co/6sBZsQsglG via @YouTube,DY
1.4941E+18,Nato sceptical of Russian pullout claims https://t.co/6OZl9JrrUB,PY
