id,comments,news source,date,title,description,view,like
anp-EdN3tzE,"{""commentId"": ""Ugy94pLXiuIWHIf2hEd4AaABAg"" ""text"": ""Then of course there is the open border 85 billion in heavy military equipment lost in Afghanistan empty shelves raging inflation ( soon to blow up ) capitulation to Russia on the Nordstrom pipeline.  and the kick in the teeth to American democracy with  an  obviously stolen there is the 3 million that his baby boy got from the mayor of Moscow the 1.5 billion in investment funds to the Biden family from China and  the billion in US funds his brother got for fake housing in Iraq.  There is the sudden inexplicable discontinuance of push back on Chinese spying the attack by Bidens justice department on Moms and Dads speaking up about egregious indoctrination at schools. but \n Other than that Mrs Lincoln how did you like the play.""}",MSNBC,2021-12-23,Watch Morning Joe Highlights: Dec. 23 | MSNBC,merged,73618,837
p526Y6PPlro,"{""commentId"": ""UgyinHh7out2fiySpi14AaABAg"" ""text"": ""This committee is a sham just like the Russia hoax investigation.  I can't believe any normal person takes radical leftist Democrats seriously.  These are not serious people.  They are the worst type of political hacks the world has ever seen........ and there are a few Republicans that can be lumped in with them.  We need to remove these types of morons from the halls of government.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""Ugymdw6IxY3HS5tceex4AaABAg"" ""text"": ""Oh please do it...So in 2022 GOP Congress can do the same with the entire Russian Collusion Hoax with Schiff being first....""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""UgyQpLsbQXbETmnDiKt4AaABAg"" ""text"": ""Trump's inaugural with Russian officials celebrating their takeover of U.s. and making America the laughing stock.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""Ugxxl4DBdaSmiPyatRF4AaABAg"" ""text"": ""The world is laughing at our judicial system. Putin Xi and Raisi send their best regards/ their greatest appreciations to the Hooligan-45 and his MAGA followers""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""UgwPR968PPjgoMOkVih4AaABAg"" ""text"": ""I would be in favor of subpoenaing a sitting member of congress namely Adam Schiff. I listened to him for four years claim (screech howl insist purport however you want to put it) \""INCONTROVERTIBLE EVIDENCE\"" of collusion with Russia and I want to see it! Get it out here into the public domain! C'mon Schiff! You want to check into all this stuff how about stepping up to the plate yourself? Get your evidence out here! Or is that all \""water under the bridge\"" now?""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""UgwFXuTHAW2FFWp_2Ft4AaABAg"" ""text"": ""Check also if Fox and its friends have any support from Russian sources. If there is any money or other support flowing from Russia to Fox that should be investigated further.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""UgwG5vbL9jmrnR9u-zF4AaABAg"" ""text"": ""Putin's current playbook may include:\r\n\r\n1) Make US democracy as unstable as possible. This includes bringing more troops near NATO borders and even invasion to Ukraine. Specially invasion during congress hearings will diminish the headlines that hearings should do. January hearings while Russia invades Ukraine will do just this.\r\n2) Give republicans all support that is possible. This leads to more unstable democracy and continued lies to the public. Making whole system unstable could lead even to the civil war.\r\n3) While invading or threatening NATO and its allies Biden administrations attention is more divided from domestic issues to the Russian border. This means less time to act on democratic issues that needs to be handled before midterms.\r\n4) Putin may even have some domestic issues that he wants to keep under these invading and warmongering issues. While there is a thread of war there is more room to make some changes that normally would get the headlines. This is a normal fog that prevents us to see what is really happening.\r\n5) So this is the latest hybrid thread from the Russian playbook.\n\nSo please if Russia invades Ukraine during these public hearings ADD these possibilities to the invasion news you make.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""Ugw4m43dPBv9fmjywPd4AaABAg"" ""text"": ""In modern times there was no terroristic attack to Congress...\nSo requesting testimony is the least Congress should do.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""UgyRnEbkRYLxigj3e6p4AaABAg"" ""text"": ""Well let's look at this a second.... Jordan and Perry even tho their job is as a Congressman when it comes to their actions on/before/after the attack on Jan 6th regarding that very attack it's planning execution and cover up boils down to this being outside the realm of their official duties as Congressmen. So in this instance Jordan and Perry are like any other non-government official citizen. Just like Meadows Clark Brooks Guiliani and Trump to name a few. . . . Go get 'em Schiff!""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""UgyRmRdZVk_UNl-2n1F4AaABAg"" ""text"": ""Trump was conspiring to overthrow the American government with his lackeys while hundreds of thousands of Americans died from COVID-19. \nWarmly\nValdimir Putin""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""Ugw99dwz-hJHSvUxezZ4AaABAg"" ""text"": ""America lost the cold war our leaders are all russian puppets.\r\n\r\nAnd now we are losing the cyber war all our games are chinese.\r\n\r\nThankfully the future is scorched earth so we do not have to worry about living any more.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""Ugz_qxHALMvzurieyhB4AaABAg"" ""text"": ""Schiff looks pretty confident! No wonder the orange guy is worried. Might even discover some involved Russians.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""UgzXpWdcQEhjGDED5cp4AaABAg"" ""text"": ""And this is just the same individual that I actually edit text messages is it the same guy who actually took something out of contact I mean did he do that with the Russia hoax when it came down to a phone call yeah why is this man still in the committee and yet everyone wants to go to a patriot this is not about January 6th it's about going after anyone that they could they haven't recently welcomed they haven't released any footage or whatever that hold the Capitol Police or anyone else but this committee does not mention this""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
p526Y6PPlro,"{""commentId"": ""Ugz1_va0jj1MJBHKME14AaABAg"" ""text"": ""Please Rep. Adam Schiff enough of talking ACTIONS NOW! The house have power to arrest all these anti-Americans who attacked American Democracy. RIH GQP.""}",MSNBC,2021-12-23,Would The January 6th Committee Subpoena Sitting Members Of Congress? Yes Says Schiff,merged,62303,1412
eo-WraRhmwg,"{""commentId"": ""UgyCFUps-Ah04Wh7OhB4AaABAg"" ""text"": ""Russia. Hate to hear tbis""}",MSNBC,2021-12-23,Rep. Jim Clyburn Tests Positive In Breakthrough Covid Case,merged,43042,848
eo-WraRhmwg,"{""commentId"": ""UgwV7DDVecdMxFAX7YJ4AaABAg"" ""text"": ""I don't care what anyone says I believe that China attacked us with this Virus over the Tariffs the prior Admin placed on China.""}",MSNBC,2021-12-23,Rep. Jim Clyburn Tests Positive In Breakthrough Covid Case,merged,43042,848
_oVLngkpTSk,"{""commentId"": ""Ugx4R0B66J1etYrV6Fp4AaABAg"" ""text"": ""This is all BS and MSNBC know that and the BS about Russian Collusion DOES MSNBC have any credibility on any news item over the past at least 5 years . How can any new group hold to getether when time after time as they will be with this and they know it continue as a news forum. Never eve mention the Massive corruption relating to the Biden family and Ties to China and Russia and almost every every enemy known to America the Biden family were on the make""}",MSNBC,2021-12-23,45 ‘Deeply Unnerved’ As MAGA Loyalist Called By Riot Investigators,merged,811517,11991
_oVLngkpTSk,"{""commentId"": ""UgxPzUPCwk0TvcWxkZ94AaABAg"" ""text"": ""Hahaha just like the fake inquisition of 'Russian Collusion'  they have vapor and lies.  This will be fun to watch as Schiff-for-brains ILLEGALLY doctors more evidence.  You know like the text from Mccarthy or the Kevin kleinfeldt (sp?) Debacle with the Trump campaigns emails.  \nThese propaganda outlets are anathema to truth and our Constitution.  Popping corn now.""}",MSNBC,2021-12-23,45 ‘Deeply Unnerved’ As MAGA Loyalist Called By Riot Investigators,merged,811517,11991
_oVLngkpTSk,"{""commentId"": ""UgxYWmi1alNgZtGjKPR4AaABAg"" ""text"": ""Everything that these goons are trying to do is the same with the Russian collision lie.  How can you trust these hacks.""}",MSNBC,2021-12-23,45 ‘Deeply Unnerved’ As MAGA Loyalist Called By Riot Investigators,merged,811517,11991
_oVLngkpTSk,"{""commentId"": ""UgyphXR0pnHytKoROmF4AaABAg"" ""text"": ""Blah Blah Blah.........another democrat witch hunt. Fake Russian collusion investigation Fake impeachment #1 Fake impeachment #2...now Fake Insurrection investigation....yawn...""}",MSNBC,2021-12-23,45 ‘Deeply Unnerved’ As MAGA Loyalist Called By Riot Investigators,merged,811517,11991
_oVLngkpTSk,"{""commentId"": ""UgzKZoFWuEyyO6ziw0J4AaABAg"" ""text"": ""I think if you spoke to JFK on the day he was assassinated or Elvis on the Day he died you would remember exactly what time you spoke and remember exactly what was said verbatim well the Attack on the Capitol was just as pivotal a day in History as those two if you had zero discussions with Trump about Organizing an Insurrection you would remember NOT discussing the insurrection just as I remember not talking to JFK or Elvis on the day they died it is bordering on being hysterically stupid to infer you can't remember it would be so implanted in your memory that you would never be able to forget it me thinks he is a fibber!""}",MSNBC,2021-12-23,45 ‘Deeply Unnerved’ As MAGA Loyalist Called By Riot Investigators,merged,811517,11991
_oVLngkpTSk,"{""commentId"": ""UgzUcOAXLE1wF8pSog54AaABAg"" ""text"": ""I'm sorry but I want to see Hitler 2.0 have a serious heartattack\ud83d\ude21""}",MSNBC,2021-12-23,45 ‘Deeply Unnerved’ As MAGA Loyalist Called By Riot Investigators,merged,811517,11991
_oVLngkpTSk,"{""commentId"": ""Ugxnkgq7z9PpBBPajR14AaABAg"" ""text"": ""crazy how they act like they don't remember if they talked to trump on a day that our nations capitol was under attacked by domestic terrorist  that not just Americans but the whole world watched and will never be forgotten.""}",MSNBC,2021-12-23,45 ‘Deeply Unnerved’ As MAGA Loyalist Called By Riot Investigators,merged,811517,11991
